AgendaEventos_CodAgenda;Agenda;CodAgenda;AgendaEventos;CodAgenda
ProdutosEstoqueReceitaNaoTributadaPisCofins_CodProduto;ProdutosEstoque;CodProduto;ProdutosEstoqueReceitaNaoTributadaPisCofins;CodProduto
ProdutosEstoqueReceitaNaoTributadaPisCofins_CodProduto;ProdutosEstoque;CodEmpresa;ProdutosEstoqueReceitaNaoTributadaPisCofins;CodEmpresa
FK_ProdutosLocalEstoque_ProdutosEstoque;ProdutosEstoque;CodEmpresa;ProdutosLocalEstoque;CodEmpresa
FK_ProdutosLocalEstoque_ProdutosEstoque;ProdutosEstoque;CodProduto;ProdutosLocalEstoque;CodProduto
PaletesProdutosLote_CodEmpresa;ProdutosLote;CodEmpresa;PaletesProdutosLote;CodEmpresa
PaletesProdutosLote_CodEmpresa;ProdutosLote;CodProduto;PaletesProdutosLote;CodProduto
PaletesProdutosLote_CodEmpresa;ProdutosLote;NumLote;PaletesProdutosLote;NumLote
PropostaVendaClientes_NumProposta;PropostaVenda;CodEmpresa;PropostaVendaClientes;CodEmpresa
PropostaVendaClientes_NumProposta;PropostaVenda;NumProposta;PropostaVendaClientes;NumProposta
PropostaVendaImoveis_NumProposta;PropostaVenda;NumProposta;PropostaVendaImoveis;NumProposta
PropostaVendaImoveis_NumProposta;PropostaVenda;CodEmpresa;PropostaVendaImoveis;CodEmpresa
PropostaVendaPagamentos_NumProposta;PropostaVenda;NumProposta;PropostaVendaPagamentos;NumProposta
PropostaVendaPagamentos_NumProposta;PropostaVenda;CodEmpresa;PropostaVendaPagamentos;CodEmpresa
PropostaVendaProcessos_NumProposta;PropostaVenda;CodEmpresa;PropostaVendaProcessos;CodEmpresa
PropostaVendaProcessos_NumProposta;PropostaVenda;NumProposta;PropostaVendaProcessos;NumProposta
PropostaVendaProdutos_NumProposta;PropostaVenda;NumProposta;PropostaVendaProdutos;NumProposta
PropostaVendaProdutos_NumProposta;PropostaVenda;CodEmpresa;PropostaVendaProdutos;CodEmpresa
PropostaVendaServico_NumProposta;PropostaVenda;CodEmpresa;PropostaVendaServico;CodEmpresa
PropostaVendaServico_NumProposta;PropostaVenda;NumProposta;PropostaVendaServico;NumProposta
MarketingVendas_CodProspecte;Prospectes;CodProspecte;MarketingVendas;CodProspecte
ProspectesContatos_CodProspecte;Prospectes;CodProspecte;ProspectesContatos;CodProspecte
CQSRegistrosRDM_NumRDM;RDM;CodEmpresa;CQSRegistrosRDM;CodEmpresa
CQSRegistrosRDM_NumRDM;RDM;Desdobramento;CQSRegistrosRDM;Desdobramento
CQSRegistrosRDM_NumRDM;RDM;NumRDM;CQSRegistrosRDM;NumRDM
RDMAlteracaoProduto_NumRDM;RDM;NumRDM;RDMAlteracaoProduto;NumRDM
RDMAlteracaoProduto_NumRDM;RDM;Desdobramento;RDMAlteracaoProduto;Desdobramento
RDMAlteracaoProduto_NumRDM;RDM;CodEmpresa;RDMAlteracaoProduto;CodEmpresa
RDMAnalise_NumRDM;RDM;CodEmpresa;RDMAnalise;CodEmpresa
RDMAnalise_NumRDM;RDM;Desdobramento;RDMAnalise;Desdobramento
RDMAnalise_NumRDM;RDM;NumRDM;RDMAnalise;NumRDM
RDMAnexos_NumRDM;RDM;NumRDM;RDMAnexos;NumRDM
RDMAnexos_NumRDM;RDM;Desdobramento;RDMAnexos;Desdobramento
RDMAnexos_NumRDM;RDM;CodEmpresa;RDMAnexos;CodEmpresa
RDMBranch_NumRDM;RDM;CodEmpresa;RDMBranch;CodEmpresa
RDMBranch_NumRDM;RDM;Desdobramento;RDMBranch;Desdobramento
RDMBranch_NumRDM;RDM;NumRDM;RDMBranch;NumRDM
RDMCausaErro_NumRDM;RDM;Desdobramento;RDMCausaErro;Desdobramento
RDMCausaErro_NumRDM;RDM;NumRDM;RDMCausaErro;NumRDM
RDMCausaErro_NumRDM;RDM;CodEmpresa;RDMCausaErro;CodEmpresa
RDMObservacao_NumRDM;RDM;CodEmpresa;RDMObservacao;CodEmpresa
RDMObservacao_NumRDM;RDM;Desdobramento;RDMObservacao;Desdobramento
RDMObservacao_NumRDM;RDM;NumRDM;RDMObservacao;NumRDM
RDMOrcamento_NumRDM;RDM;CodEmpresa;RDMOrcamento;CodEmpresa
RDMOrcamento_NumRDM;RDM;NumRDM;RDMOrcamento;NumRDM
RDMOrcamento_NumRDM;RDM;Desdobramento;RDMOrcamento;Desdobramento
RDMSituacao_NumRDM;RDM;Desdobramento;RDMSituacao;Desdobramento
RDMSituacao_NumRDM;RDM;NumRDM;RDMSituacao;NumRDM
RDMSituacao_NumRDM;RDM;CodEmpresa;RDMSituacao;CodEmpresa
RDMSprint_NumRDM;RDM;CodEmpresa;RDMSprint;CodEmpresa
RDMSprint_NumRDM;RDM;Desdobramento;RDMSprint;Desdobramento
RDMSprint_NumRDM;RDM;NumRDM;RDMSprint;NumRDM
RDMTags_NumRDM;RDM;NumRDM;RDMTags;NumRDM
RDMTags_NumRDM;RDM;Desdobramento;RDMTags;Desdobramento
RDMTags_NumRDM;RDM;CodEmpresa;RDMTags;CodEmpresa
ProdutosEstoqueReceitaNaoTributadaPisCofins_idReceitaNaoTributadaPisCofins;ReceitaNaoTributadaPisCofins;idReceitaNaoTributadaPisCofins;ProdutosEstoqueReceitaNaoTributadaPisCofins;idReceitaNaoTributadaPisCofins
ReducoesECFAliquota_Serie;ReducoesECF;CodEmpresa;ReducoesECFAliquota;CodEmpresa
ReducoesECFAliquota_Serie;ReducoesECF;Numero;ReducoesECFAliquota;Numero
ReducoesECFAliquota_Serie;ReducoesECF;Serie;ReducoesECFAliquota;Serie
FK_ProdutosRegiao_Regioes;Regioes;CodRegiao;ProdutosRegiao;CodRegiao
FK_RegistroFCI_RegistroFCIProdutos;RegistroFCI;CodEmpresa;RegistroFCIProdutos;CodEmpresa
FK_RegistroFCI_RegistroFCIProdutos;RegistroFCI;Controle;RegistroFCIProdutos;Controle
FKRegistroICM_IPI_Valores_RegistroICM_IPI_Documentos;RegistroICM_IPI_Valores;NumRegistro;RegistroIPI_Documentos;NumRegistro
RelCustoItensMP_NumRelCusto;RelCustoCabecalho;NumRelCusto;RelCustoItensMP;NumRelCusto
FK_aReceberRemessaCNAB_aReceberRemessaCNAB;RemessaCNAB;CodEmpresa;aReceberRemessaCNAB;CodEmpresa
FK_aReceberRemessaCNAB_aReceberRemessaCNAB;RemessaCNAB;CodRemessaCNAB;aReceberRemessaCNAB;CodRemessaCNAB
FK_CondicaoPagamentoSerie_SerieNotaFiscal;SerieNotaFiscal;Serie;CondicaoPagamentoSerie;Serie
FK_CondicaoPagamentoSerie_SerieNotaFiscal;SerieNotaFiscal;CodEmpresa;CondicaoPagamentoSerie;CodEmpresa
FK_GrupoEstoqueSeriePedido_SerieNotaFiscal;SerieNotaFiscal;Serie;GrupoEstoqueSeriePedido;Serie
FK_GrupoEstoqueSeriePedido_SerieNotaFiscal;SerieNotaFiscal;CodEmpresa;GrupoEstoqueSeriePedido;CodEmpresa
MDFeIdentificacao_Serie;SerieNotaFiscal;CodEmpresa;MDFeIdentificacao;CodEmpresa
MDFeIdentificacao_Serie;SerieNotaFiscal;Serie;MDFeIdentificacao;Serie
FK_NaturezaOperacaoSerieDocumento_SerieNotaFiscal;SerieNotaFiscal;CodEmpresa;NaturezaOperacaoSerieDocumento;CodEmpresa
FK_NaturezaOperacaoSerieDocumento_SerieNotaFiscal;SerieNotaFiscal;Serie;NaturezaOperacaoSerieDocumento;Serie
OrdemServico_Serie;SerieNotaFiscal;Serie;OrdemServico;Serie
OrdemServico_Serie;SerieNotaFiscal;CodEmpresa;OrdemServico;CodEmpresa
FK_ProducaoRequisicoes_SerieNotaFiscal;SerieNotaFiscal;Serie;ProducaoRequisicoes;Serie
FK_ProducaoRequisicoes_SerieNotaFiscal;SerieNotaFiscal;CodEmpresa;ProducaoRequisicoes;CodEmpresa
SerieNotaFiscalDispositivosNFE_Serie;SerieNotaFiscal;CodEmpresa;SerieNotaFiscalDispositivosNFE;CodEmpresa
SerieNotaFiscalDispositivosNFE_Serie;SerieNotaFiscal;Serie;SerieNotaFiscalDispositivosNFE;Serie
ServicosNFeCNPJ_CodServicoNFe;ServicosNFe;Cidade;ServicosNFeCNPJ;Cidade
ServicosNFeCNPJ_CodServicoNFe;ServicosNFe;CodServicoNFe;ServicosNFeCNPJ;CodServicoNFe
ServicosNFeCNPJ_CodServicoNFe;ServicosNFe;Estado;ServicosNFeCNPJ;Estado
FK_PedidoCompra_SetorCompra;SetorCompra;CodSetorCompra;PedidoCompra;CodSetorCompra
FK_OrdemServico_SetorOS1;SetorOS;CodSetorOS;OrdemServico;CodSetorOS
QuadroHorarioSetor_CodSetorProducao;SetorProducao;CodSetorProducao;QuadroHorarioSetor;CodSetorProducao
ChequesRecebidosSituacao_CodSituacaoCheque;SituacaoCheque;CodSituacaoCheque;ChequesRecebidosSituacao;CodSituacaoCheque
Cobrancas_CodSituacaoCobranca;SituacaoCobranca;CodSituacaoCobranca;Cobrancas;CodSituacaoCobranca
Imoveis_CodSituacaoImovel;SituacaoImovel;CodSituacaoImovel;Imoveis;CodSituacaoImovel
FK_SituacaoPedidoCompraUsuarioAutorizado_SituacaoPedidoCompra;SituacaoPedidoCompra;CodSituacaoPedidoCompra;SituacaoPedidoCompraUsuarioAutorizado;CodSituacaoPedidoCompra
RDMSprint_NumSprint;Sprints;CodEmpresa;RDMSprint;CodEmpresaSprint
RDMSprint_NumSprint;Sprints;NumSprint;RDMSprint;NumSprint
RegistroSPED_F100_CST_PIS_COFINS;STPisCofins;CSTPisCofins;RegistroSPED_F100;CST_PIS_COFINS
TabelaEspecialClientes_CodTabelaEspecial;TabelaEspecial;CodTabelaEspecial;TabelaEspecialClientes;CodTabelaEspecial
TabelaEspecialProdutos_CodTabelaEspecial;TabelaEspecial;CodTabelaEspecial;TabelaEspecialProdutos;CodTabelaEspecial
NotaSaidaOutrosImpostos_CodImposto;TabelaImpostos;CodEmpresa;NotaSaidaOutrosImpostos;CodEmpresa
NotaSaidaOutrosImpostos_CodImposto;TabelaImpostos;CodImposto;NotaSaidaOutrosImpostos;CodImposto
RDMTags_NomeTag;Tags;NomeTag;RDMTags;NomeTag
TarefasObservacao_idTarefa;Tarefas;idTarefa;TarefasObservacao;idTarefa
FK_TicketVendaOcorrencia_TicketVenda;TicketVenda;CodEmpresa;TicketVendaOcorrencia;CodEmpresa
FK_TicketVendaOcorrencia_TicketVenda;TicketVenda;NumTicket;TicketVendaOcorrencia;NumTicket
MarketingVendas_CodTipoAcaoVenda;TipoAcaoVenda;CodTipoAcaoVenda;MarketingVendas;CodTipoAcaoVenda
Atendimento_CodTipoAtendimento;TipoAtendimento;CodTipoAtendimento;Atendimento;CodTipoAtendimento
Clientes_CodTipoAtividade;TipoAtividade;CodTipoAtividade;Clientes;CodTipoAtividade
FK_ProdutosTipoAtividade_TipoAtividade;TipoAtividade;CodTipoAtividade;ProdutosTipoAtividade;CodTipoAtividade
Prospectes_CodTipoAtividade;TipoAtividade;CodTipoAtividade;Prospectes;CodTipoAtividade
Clientes_CodTipoCliente;TipoCliente;CodTipoCliente;Clientes;CodTipoCliente
PedidoCompra_CodTipoCompra;TipoCompra;CodTipoCompra;PedidoCompra;CodTipoCompra
Contratos_CodTipoContrato;TipoContrato;CodTipoContrato;Contratos;CodTipoContrato
VendedorDescontoComissao_CodTipoDesconto;TipoDesconto;CodTipoDesconto;VendedorDescontoComissao;CodTipoDesconto
FK_aPagarBaixa_TipoDocumento;TipoDocumento;CodTipoDocumento;aPagarBaixa;CodTipoDocumento
FK_aReceberBaixa_TipoDocumento;TipoDocumento;CodTipoDocumento;aReceberBaixa;CodTipoDocumento
FK_Equipamentos_TipoEquipamento;TipoEquipamento;CodTipoEquipamento;Equipamentos;CodTipoEquipamento
Produtos_CodTipoItem;TipoItem;CodTipoItem;Produtos;CodTipoItem
Contratos_CodTipoLicenca;TipoLicenca;CodTipoLicenca;Contratos;CodTipoLicenca
FK_OrdemServico_TipoManutencao;TipoManutencao;CodTipoManutencao;OrdemServico;CodTipoManutencao
Obras_CodTipoObra;TipoObra;CodTipoObra;Obras;CodTipoObra
ProdutosEstoquePalete_CodTipoPalete;TipoPalete;CodTipoPalete;ProdutosEstoquePalete;CodTipoPalete
PropostaVendaProcessos_CodTipoProcessoVenda;TipoProcessoVenda;CodTipoProcessoVenda;PropostaVendaProcessos;CodTipoProcessoVenda
Embarques_CodTipoProduto;TipoProduto;CodTipoProduto;Embarques;CodTipoProduto
FK_Produtos_TipoProduto;TipoProduto;CodTipoProduto;Produtos;CodTipoProduto
TipoProdutoSerie_CodTipoProduto;TipoProduto;CodTipoProduto;TipoProdutoSerie;CodTipoProduto
FK_ClientesRelacionados_TipoRelacaoCliente;TipoRelacaoCliente;CodTipoRelacaoCliente;ClientesRelacionados;CodTipoRelacaoCliente
Scripts_CodTipoScript;TipoScript;CodTipoScript;Scripts;CodTipoScript
Prospectes_CodTipoSegmento;TipoSegmento;CodTipoSegmento;Prospectes;CodTipoSegmento
TabelaICMTipoTributacao_CodTabelaICM;TipoTributacao;Origem;TabelaICMTipoTributacao;Origem
TabelaICMTipoTributacao_CodTabelaICM;TipoTributacao;CodTipoTributacao;TabelaICMTipoTributacao;CodTipoTributacao
FK_TipoTributacao_TipoTributacao;TipoTributacao;CodTipoTributacao;TipoTributacao;CodTipoTributacao
FK_TipoTributacao_TipoTributacao;TipoTributacao;Origem;TipoTributacao;Origem
MDFeModalRodoviario_PlacaVeiculo;Transportadores;PlacaVeiculo;MDFeModalRodoviario;PlacaVeiculo
WMSProdutoSKU_Unidade;Unidades;Unidade;WMSProdutoSKU;Unidade
GrupoUsuarioMembros_CodUsuario;Usuarios;CodUsuario;GrupoUsuarioMembros;CodUsuario
MensagensUsuario_CodUsuario;Usuarios;CodUsuario;MensagensUsuario;CodUsuario
PastasUsuario_CodUsuario;Usuarios;CodUsuario;PastasUsuario;CodUsuario
FK_SituacaoPedidoCompraUsuarioAutorizado_Usuarios;Usuarios;CodUsuario;SituacaoPedidoCompraUsuarioAutorizado;CodUsuario
UsuariosConfiguracaoFormulario_CodUsuario;Usuarios;CodUsuario;UsuariosConfiguracaoFormulario;CodUsuario
UsuariosConfiguracaoVariavel_CodUsuario;Usuarios;CodUsuario;UsuariosConfiguracaoVariavel;CodUsuario
FK_VarejoControleEntregaDocumentos_VarejoControleEntrega;VarejoControleEntrega;CodEmpresa;VarejoControleEntregaDocumentos;CodEmpresa
FK_VarejoControleEntregaDocumentos_VarejoControleEntrega;VarejoControleEntrega;CodEntrega;VarejoControleEntregaDocumentos;CodEntrega
FK_VendaCanceladaProdutos_VendaCancelada1;VendaCancelada;CodEmpresa;VendaCanceladaProdutos;CodEmpresa
FK_VendaCanceladaProdutos_VendaCancelada1;VendaCancelada;Numero;VendaCanceladaProdutos;Numero
FK_VendaCanceladaProdutos_VendaCancelada1;VendaCancelada;Serie;VendaCanceladaProdutos;Serie
aReceber_CodVendedor;Vendedores;CodVendedor;aReceber;CodVendedor
ClienteVendedor_CodVendedor;Vendedores;CodVendedor;ClienteVendedor;CodVendedor
Comanda_CodVendedor;Vendedores;CodVendedor;Comanda;CodVendedor
PesagemNM_CodVendedor;Vendedores;CodVendedor;PesagemNM;CodVendedor
VendedorAutorizacaoDesconto_CodVendedor;Vendedores;CodVendedor;VendedorAutorizacaoDesconto;CodVendedor
VendedorComissaoProduto_CodVendedor;Vendedores;CodVendedor;VendedorComissaoProduto;CodVendedor
VendedorDescontoComissao_CodVendedor;Vendedores;CodVendedor;VendedorDescontoComissao;CodVendedor
VendedoresCotas_CodVendedor;Vendedores;CodVendedor;VendedoresCotas;CodVendedor
VendedoresLimiteDesconto_CodVendedor;Vendedores;CodVendedor;VendedoresLimiteDesconto;CodVendedor
VendedoresMensagem_CodVendedor;Vendedores;CodVendedor;VendedoresMensagem;CodVendedor
VendedorProdutosPalm_CodVendedor;Vendedores;CodVendedor;VendedorProdutosPalm;CodVendedor
VisitasPalm_CodVendedor;Vendedores;CodVendedor;VisitasPalm;CodVendedor
WMSCargaEntradaItensConferencia_CodCarga;WMSCargaEntrada;CodCarga;WMSCargaEntradaItensConferencia;CodCarga
WMSCargaEntradaItensConferencia_CodCarga;WMSCargaEntrada;CodEmpresa;WMSCargaEntradaItensConferencia;CodEmpresa
WMSCargaEntradaNotas_CodCarga;WMSCargaEntrada;CodEmpresa;WMSCargaEntradaNotas;CodEmpresa
WMSCargaEntradaNotas_CodCarga;WMSCargaEntrada;CodCarga;WMSCargaEntradaNotas;CodCarga
WMSCargaEntradaNotaSaida_CodCarga;WMSCargaEntrada;CodCarga;WMSCargaEntradaNotaSaida;CodCarga
WMSCargaEntradaNotaSaida_CodCarga;WMSCargaEntrada;CodEmpresa;WMSCargaEntradaNotaSaida;CodEmpresa
WMSOrdemServicoCargaEntrada_CodCarga;WMSCargaEntrada;CodEmpresa;WMSOrdemServicoCargaEntrada;CodEmpresa
WMSOrdemServicoCargaEntrada_CodCarga;WMSCargaEntrada;CodCarga;WMSOrdemServicoCargaEntrada;CodCarga
WMSCargaEntradaNotaSaidaItens_CodCarga;WMSCargaEntradaNotaSaida;CodCarga;WMSCargaEntradaNotaSaidaItens;CodCarga
WMSCargaEntradaNotaSaidaItens_CodCarga;WMSCargaEntradaNotaSaida;CodEmpresa;WMSCargaEntradaNotaSaidaItens;CodEmpresa
WMSCargaEntradaNotaSaidaItens_CodCarga;WMSCargaEntradaNotaSaida;Numero;WMSCargaEntradaNotaSaidaItens;Numero
WMSOrdemServicoExecucaoProdutosDevolucao_CodMotivoNaoConformidade;WMSMotivoNaoConformidade;CodMotivoNaoConformidade;WMSOrdemServicoExecucaoProdutosDevolucao;CodMotivoNaoConformidade
WMSOperacaoFuncaoPessoal_CodOperacao;WMSOperacao;CodOperacao;WMSOperacaoFuncaoPessoal;CodOperacao
FK_WMSMovimentoEstoque_WMSOrdemServico;WMSOrdemServico;CodEmpresa;WMSMovimentoEstoque;CodEmpresa
FK_WMSMovimentoEstoque_WMSOrdemServico;WMSOrdemServico;NumeroOS;WMSMovimentoEstoque;NumeroOS
WMSOrdemServicoCargaEntrada_NumeroOS;WMSOrdemServico;CodEmpresa;WMSOrdemServicoCargaEntrada;CodEmpresa
WMSOrdemServicoCargaEntrada_NumeroOS;WMSOrdemServico;NumeroOS;WMSOrdemServicoCargaEntrada;NumeroOS
FK_WMSOrdemServicoConferenciaQuantidadePeso_WMSOrdemServico;WMSOrdemServico;NumeroOS;WMSOrdemServicoConferenciaQuantidadePeso;NumeroOS
FK_WMSOrdemServicoConferenciaQuantidadePeso_WMSOrdemServico;WMSOrdemServico;CodEmpresa;WMSOrdemServicoConferenciaQuantidadePeso;CodEmpresa
WMSOrdemServicoProdutos_NumeroOS;WMSOrdemServico;CodEmpresa;WMSOrdemServicoProdutos;CodEmpresa
WMSOrdemServicoProdutos_NumeroOS;WMSOrdemServico;NumeroOS;WMSOrdemServicoProdutos;NumeroOS
FK_WMSOrdemServicoExecucaoProdutos_WMSOrdemServicoProdutos;WMSOrdemServicoProdutos;CodEmpresa;WMSOrdemServicoExecucaoProdutos;CodEmpresa
FK_WMSOrdemServicoExecucaoProdutos_WMSOrdemServicoProdutos;WMSOrdemServicoProdutos;CodProduto;WMSOrdemServicoExecucaoProdutos;CodDigitado
FK_WMSOrdemServicoExecucaoProdutos_WMSOrdemServicoProdutos;WMSOrdemServicoProdutos;NumeroOS;WMSOrdemServicoExecucaoProdutos;NumeroOS
WMSAreaArmazenagemWMSProduto_CodProduto;WMSProduto;CodProduto;WMSAreaArmazenagemWMSProduto;CodProduto
FK_WMSOrdemServicoProdutos_WMSProduto;WMSProduto;CodProduto;WMSOrdemServicoProdutos;CodProduto
WMSProdutoSKU_CodProduto;WMSProduto;CodProduto;WMSProdutoSKU;CodProduto
FK_WMSEnderecoLote_WMSProdutoSKU;WMSProdutoSKU;CodProduto;WMSEnderecoLote;CodProduto
FK_WMSEnderecoLote_WMSProdutoSKU;WMSProdutoSKU;FatorConversao;WMSEnderecoLote;FatorConversao
FK_WMSEnderecoLote_WMSProdutoSKU;WMSProdutoSKU;Unidade;WMSEnderecoLote;Unidade
WMSEnderecoProdutoSKU_Unidade;WMSProdutoSKU;FatorConversao;WMSEnderecoProdutoSKU;FatorConversao
WMSEnderecoProdutoSKU_Unidade;WMSProdutoSKU;CodProduto;WMSEnderecoProdutoSKU;CodProduto
WMSEnderecoProdutoSKU_Unidade;WMSProdutoSKU;Unidade;WMSEnderecoProdutoSKU;Unidade
FK_WMSMovimentoEstoque_WMSProdutoSKU;WMSProdutoSKU;FatorConversao;WMSMovimentoEstoque;FatorConversao
FK_WMSMovimentoEstoque_WMSProdutoSKU;WMSProdutoSKU;Unidade;WMSMovimentoEstoque;Unidade
FK_WMSMovimentoEstoque_WMSProdutoSKU;WMSProdutoSKU;CodProduto;WMSMovimentoEstoque;CodProduto
WMSProdutoSKUCodigoBarras_CodProduto;WMSProdutoSKU;CodProduto;WMSProdutoSKUCodigoBarras;CodProduto
WMSProdutoSKUCodigoBarras_CodProduto;WMSProdutoSKU;Unidade;WMSProdutoSKUCodigoBarras;Unidade
WMSProdutoSKUCodigoBarras_CodProduto;WMSProdutoSKU;FatorConversao;WMSProdutoSKUCodigoBarras;FatorConversao
FK_WMSEndereco_WMSTipoEndereco;WMSTipoEndereco;CodTipoEndereco;WMSEndereco;CodTipoEndereco
WMSTipoOSFuncaoPessoal_CodTipoOS;WMSTipoOS;CodTipoOS;WMSTipoOSFuncaoPessoal;CodTipoOS
